<?xml version="1.0"?>
<!DOCTYPE datafile PUBLIC "-//Logiqx//DTD ROM Management Datafile//EN" "http://www.logiqx.com/Dats/datafile.dtd">
<datafile>
	<header>
		<name>Parent_only_No_Neogeo_No_Clones</name>
		<description>ParentOnlyNoNeogeoNoClones</description>
		<category>Standard DatFile</category>
		<version>1.0</version>
		<author>Acris</author>
	</header>
	<game name="88games">
		<description>'88 Games</description>
		<year>1988</year>
		<manufacturer>Konami</manufacturer>
		<rom name="861m01.k18" size="32768" crc="4a4e2959"/>
		<rom name="861m02.k16" size="65536" crc="e19f15f6"/>
		<rom name="861d01.d9" size="32768" crc="0ff1dec0"/>
		<rom name="861a08.a" size="65536" crc="77a00dd6"/>
		<rom name="861a08.c" size="65536" crc="b422edfc"/>
		<rom name="861a09.a" size="65536" crc="df8917b6"/>
		<rom name="861a09.c" size="65536" crc="f577b88f"/>
		<rom name="861a08.b" size="65536" crc="28a8304f"/>
		<rom name="861a08.d" size="65536" crc="e01a3802"/>
		<rom name="861a09.b" size="65536" crc="4917158d"/>
		<rom name="861a09.d" size="65536" crc="2bb3282c"/>
		<rom name="861a05.a" size="65536" crc="cedc19d0"/>
		<rom name="861a05.e" size="65536" crc="725af3fc"/>
		<rom name="861a06.a" size="65536" crc="85e2e30e"/>
		<rom name="861a06.e" size="65536" crc="6f96651c"/>
		<rom name="861a05.b" size="65536" crc="db2a8808"/>
		<rom name="861a05.f" size="65536" crc="32d830ca"/>
		<rom name="861a06.b" size="65536" crc="ce17eaf0"/>
		<rom name="861a06.f" size="65536" crc="88310bf3"/>
		<rom name="861a05.c" size="65536" crc="cf03c449"/>
		<rom name="861a05.g" size="65536" crc="fd51c4ea"/>
		<rom name="861a06.c" size="65536" crc="a568b34e"/>
		<rom name="861a06.g" size="65536" crc="4a55beb3"/>
		<rom name="861a05.d" size="65536" crc="97d78c77"/>
		<rom name="861a05.h" size="65536" crc="60d0c8a5"/>
		<rom name="861a06.d" size="65536" crc="bc70ab39"/>
		<rom name="861a06.h" size="65536" crc="d906b79b"/>
		<rom name="861a04.a" size="65536" crc="092a8b15"/>
		<rom name="861a04.b" size="65536" crc="75744b56"/>
		<rom name="861a04.c" size="65536" crc="a00021c5"/>
		<rom name="861a04.d" size="65536" crc="d208304c"/>
		<rom name="861a07.a" size="65536" crc="5d035d69"/>
		<rom name="861a07.b" size="65536" crc="6337dd91"/>
		<rom name="861a07.c" size="65536" crc="5067a38b"/>
		<rom name="861a07.d" size="65536" crc="86731451"/>
		<rom name="861.g3" size="256" crc="429785db"/>
	</game>
	<game name="flagrall">
		<description>'96 Flag Rally</description>
		<year>1996</year>
		<manufacturer>unknown</manufacturer>
		<rom name="11_u34.bin" size="262144" crc="24dd439d"/>
		<rom name="12_u35.bin" size="262144" crc="373b71a5"/>
		<rom name="1_u5.bin" size="524288" crc="9377704b"/>
		<rom name="5_u6.bin" size="524288" crc="1ac0bd0c"/>
		<rom name="2_u7.bin" size="524288" crc="5f6db2b3"/>
		<rom name="6_u8.bin" size="524288" crc="79e4643c"/>
		<rom name="3_u58.bin" size="262144" crc="c913df7d"/>
		<rom name="4_u59.bin" size="262144" crc="cb192384"/>
		<rom name="7_u60.bin" size="262144" crc="f187a7bf"/>
		<rom name="8_u61.bin" size="262144" crc="b73fa441"/>
		<rom name="10_u102.bin" size="524288" crc="b1fd3279"/>
		<rom name="9_u103.bin" size="524288" crc="01e6d654"/>
		<rom name="13_su4.bin" size="524288" crc="7b0630b3"/>
		<rom name="14_su6.bin" size="262144" crc="593b038f"/>
	</game>
	<game name="gtmr">
		<description>1000 Miglia: Great 1000 Miles Rally (94/07/18)</description>
		<year>1994</year>
		<manufacturer>Kaneko</manufacturer>
		<rom name="u2.bin" size="524288" crc="031799f7"/>
		<rom name="u1.bin" size="524288" crc="6238790a"/>
		<rom name="mmd0x2.u124.bin" size="131072" crc="3d7cb329"/>
		<rom name="mm-200-402-s0.bin" size="2097152" crc="c0ab3efc"/>
		<rom name="mm-201-403-s1.bin" size="2097152" crc="cf6b23dc"/>
		<rom name="mm-202-404-s2.bin" size="2097152" crc="8f27f5d3"/>
		<rom name="mm-203-405-s3.bin" size="524288" crc="e9747c8c"/>
		<rom name="mms1x2.u30.bin" size="131072" crc="b42b426f"/>
		<rom name="mms0x2.u29.bin" size="131072" crc="bd22b7d2"/>
		<rom name="mm-300-406-a0.bin" size="2097152" crc="b15f6b7f"/>
		<rom name="mm-100-401-e0.bin" size="1048576" crc="b9cbfbee"/>
	</game>
	<game name="progolf">
		<description>18 Holes Pro Golf (set 1)</description>
		<year>1981</year>
		<manufacturer>Data East Corporation</manufacturer>
		<rom name="g4-m.2a" size="4096" crc="8f06ebc0"/>
		<rom name="g3-m.4a" size="4096" crc="8101b231"/>
		<rom name="g2-m.6a" size="4096" crc="a4a0d8dc"/>
		<rom name="g1-m.8a" size="4096" crc="749032eb"/>
		<rom name="g0-m.9a" size="4096" crc="8f8b1e8e"/>
		<rom name="g6-m.1b" size="4096" crc="0c6fadf5"/>
		<rom name="g7-m.7a" size="4096" crc="16b42975"/>
		<rom name="g8-m.9a" size="4096" crc="cf3f35da"/>
		<rom name="g9-m.10a" size="4096" crc="7712e248"/>
		<rom name="gcm.a14" size="32" crc="8259e7db"/>
		<rom name="gbm.k4" size="32" crc="1ea3319f"/>
		<rom name="gam.k11" size="32" crc="b9665de3"/>
	</game>
	<game name="1941">
		<description>1941 - Counter Attack (900227 World)</description>
		<year>1990</year>
		<manufacturer>Capcom</manufacturer>
		<rom name="41em_30.11f" size="131072" crc="4249ec61"/>
		<rom name="41em_35.11h" size="131072" crc="ddbee5eb"/>
		<rom name="41em_31.12f" size="131072" crc="584e88e5"/>
		<rom name="41em_36.12h" size="131072" crc="3cfc31d0"/>
		<rom name="41-32m.8h" size="524288" crc="4e9648ca"/>
		<rom name="41-5m.7a" size="524288" crc="01d1cb11"/>
		<rom name="41-7m.9a" size="524288" crc="aeaa3509"/>
		<rom name="41-1m.3a" size="524288" crc="ff77985a"/>
		<rom name="41-3m.5a" size="524288" crc="983be58f"/>
		<rom name="41_9.12b" size="65536" crc="0f9d8527"/>
		<rom name="41_18.11c" size="131072" crc="d1f15aeb"/>
		<rom name="41_19.12c" size="131072" crc="15aec3a6"/>
		<rom name="buf1" size="279" crc="eb122de7"/>
		<rom name="ioa1" size="279" crc="59c7ee3b"/>
		<rom name="prg1" size="279" crc="f1129744"/>
		<rom name="rom1" size="279" crc="41dc73b9"/>
		<rom name="sou1" size="279" crc="84f4b2fe"/>
		<rom name="yi24b.1a" size="279" crc="3004dcdf"/>
		<rom name="iob1.11e" size="279" crc="3abc0700"/>
	</game>
	<game name="1942">
		<description>1942 (Revision B)</description>
		<year>1984</year>
		<manufacturer>Capcom</manufacturer>
		<rom name="srb-03.m3" size="16384" crc="d9dafcc3"/>
		<rom name="srb-04.m4" size="16384" crc="da0cf924"/>
		<rom name="srb-05.m5" size="16384" crc="d102911c"/>
		<rom name="srb-06.m6" size="8192" crc="466f8248"/>
		<rom name="srb-07.m7" size="16384" crc="0d31038c"/>
		<rom name="sr-01.c11" size="16384" crc="bd87f06b"/>
		<rom name="sr-02.f2" size="8192" crc="6ebca191"/>
		<rom name="sr-08.a1" size="8192" crc="3884d9eb"/>
		<rom name="sr-09.a2" size="8192" crc="999cf6e0"/>
		<rom name="sr-10.a3" size="8192" crc="8edb273a"/>
		<rom name="sr-11.a4" size="8192" crc="3a2726c3"/>
		<rom name="sr-12.a5" size="8192" crc="1bd3d8bb"/>
		<rom name="sr-13.a6" size="8192" crc="658f02c4"/>
		<rom name="sr-14.l1" size="16384" crc="2528bec6"/>
		<rom name="sr-15.l2" size="16384" crc="f89287aa"/>
		<rom name="sr-16.n1" size="16384" crc="024418f8"/>
		<rom name="sr-17.n2" size="16384" crc="e2c7e489"/>
		<rom name="sb-5.e8" size="256" crc="93ab8153"/>
		<rom name="sb-6.e9" size="256" crc="8ab44f7d"/>
		<rom name="sb-7.e10" size="256" crc="f4ade9a4"/>
		<rom name="sb-0.f1" size="256" crc="6047d91b"/>
		<rom name="sb-4.d6" size="256" crc="4858968d"/>
		<rom name="sb-8.k3" size="256" crc="f6fad943"/>
		<rom name="sb-2.d1" size="256" crc="8bb8b3df"/>
		<rom name="sb-3.d2" size="256" crc="3b0c99af"/>
		<rom name="sb-1.k6" size="256" crc="712ac508"/>
		<rom name="sb-9.m11" size="256" crc="4921635c"/>
	</game>
	<game name="1943kai">
		<description>1943 Kai: Midway Kaisen (Japan)</description>
		<year>1987</year>
		<manufacturer>Capcom</manufacturer>
		<rom name="bmk01.12d" size="32768" crc="7d2211db"/>
		<rom name="bmk02.13d" size="65536" crc="2ebbc8c5"/>
		<rom name="bmk03.14d" size="65536" crc="475a6ac5"/>
		<rom name="bmk05.4k" size="32768" crc="25f37957"/>
		<rom name="bmk04.5h" size="32768" crc="884a8692"/>
		<rom name="bm15.10f" size="32768" crc="6b1a0443"/>
		<rom name="bmk16.11f" size="32768" crc="9416fe0d"/>
		<rom name="bmk17.12f" size="32768" crc="3d5acab9"/>
		<rom name="bmk18.14f" size="32768" crc="7b62da1d"/>
		<rom name="bm19.10j" size="32768" crc="868ababc"/>
		<rom name="bmk20.11j" size="32768" crc="b90364c1"/>
		<rom name="bmk21.12j" size="32768" crc="8c7fe74a"/>
		<rom name="bmk22.14j" size="32768" crc="d5ef8a0e"/>
		<rom name="bmk24.14k" size="32768" crc="bf186ef2"/>
		<rom name="bmk25.14l" size="32768" crc="a755faf1"/>
		<rom name="bmk06.10a" size="32768" crc="5f7e38b3"/>
		<rom name="bmk07.11a" size="32768" crc="ff3751fd"/>
		<rom name="bmk08.12a" size="32768" crc="159d51bd"/>
		<rom name="bmk09.14a" size="32768" crc="8683e3d2"/>
		<rom name="bmk10.10c" size="32768" crc="1e0d9571"/>
		<rom name="bmk11.11c" size="32768" crc="f1fc5ee1"/>
		<rom name="bmk12.12c" size="32768" crc="0f50c001"/>
		<rom name="bmk13.14c" size="32768" crc="fd1acf8e"/>
		<rom name="bmk14.5f" size="32768" crc="cf0f5a53"/>
		<rom name="bmk23.8k" size="32768" crc="17f77ef9"/>
		<rom name="bmk1.12a" size="256" crc="e001ea33"/>
		<rom name="bmk2.13a" size="256" crc="af34d91a"/>
		<rom name="bmk3.14a" size="256" crc="43e9f6ef"/>
		<rom name="bmk5.7f" size="256" crc="41878934"/>
		<rom name="bmk10.7l" size="256" crc="de44b748"/>
		<rom name="bmk9.6l" size="256" crc="59ea57c0"/>
		<rom name="bmk12.12m" size="256" crc="8765f8b0"/>
		<rom name="bmk11.12l" size="256" crc="87a8854e"/>
		<rom name="bmk8.8c" size="256" crc="dad17e2d"/>
		<rom name="bmk7.7c" size="256" crc="76307f8d"/>
		<rom name="bm4.12c" size="256" crc="91a8a2e1"/>
		<rom name="bm6.4b" size="256" crc="0eaf5158"/>
		<rom name="bm.7k" size="65536" status="nodump"/>
	</game>
	<game name="1943">
		<description>1943: The Battle of Midway (Euro)</description>
		<year>1987</year>
		<manufacturer>Capcom</manufacturer>
		<rom name="bme01.12d" size="32768" crc="55fd447e"/>
		<rom name="bme02.13d" size="65536" crc="073fc57c"/>
		<rom name="bme03.14d" size="65536" crc="835822c2"/>
		<rom name="bm05.4k" size="32768" crc="ee2bd2d7"/>
		<rom name="bm04.5h" size="32768" crc="46cb9d3d"/>
		<rom name="bm15.10f" size="32768" crc="6b1a0443"/>
		<rom name="bm16.11f" size="32768" crc="23c908c2"/>
		<rom name="bm17.12f" size="32768" crc="46bcdd07"/>
		<rom name="bm18.14f" size="32768" crc="e6ae7ba0"/>
		<rom name="bm19.10j" size="32768" crc="868ababc"/>
		<rom name="bm20.11j" size="32768" crc="0917e5d4"/>
		<rom name="bm21.12j" size="32768" crc="9bfb0d89"/>
		<rom name="bm22.14j" size="32768" crc="04f3c274"/>
		<rom name="bm24.14k" size="32768" crc="11134036"/>
		<rom name="bm25.14l" size="32768" crc="092cf9c1"/>
		<rom name="bm06.10a" size="32768" crc="97acc8af"/>
		<rom name="bm07.11a" size="32768" crc="d78f7197"/>
		<rom name="bm08.12a" size="32768" crc="1a626608"/>
		<rom name="bm09.14a" size="32768" crc="92408400"/>
		<rom name="bm10.10c" size="32768" crc="8438a44a"/>
		<rom name="bm11.11c" size="32768" crc="6c69351d"/>
		<rom name="bm12.12c" size="32768" crc="5e7efdb7"/>
		<rom name="bm13.14c" size="32768" crc="1143829a"/>
		<rom name="bm14.5f" size="32768" crc="4d3c6401"/>
		<rom name="bm23.8k" size="32768" crc="a52aecbd"/>
		<rom name="bm1.12a" size="256" crc="74421f18"/>
		<rom name="bm2.13a" size="256" crc="ac27541f"/>
		<rom name="bm3.14a" size="256" crc="251fb6ff"/>
		<rom name="bm5.7f" size="256" crc="206713d0"/>
		<rom name="bm10.7l" size="256" crc="33c2491c"/>
		<rom name="bm9.6l" size="256" crc="aeea4af7"/>
